renamed_proteinid,proteinid,og_number
scer3650,YLR067C,no_og
scer3651,YLR068W,no_og
scer3652,YLR069C,og
scer3653,YLR070C,og
scer3654,YLR071C,no_og
scer3655,YLR072W,no_og
scer3656,YLR073C,no_og
scer3657,YLR074C,og
scer3658,YLR075W,og
scer3659,YLR077W,no_og
scer3660,YLR078C,no_og
scer3661,YLR079W,no_og
scer3662,YLR080W,no_og
scer3663,YLR081W,og
scer3664,YLR082C,no_og
scer3665,YLR083C,og
scer3666,YLR084C,no_og
scer3667,YLR085C,og
scer3668,YLR086W,og
scer3669,YLR087C,no_og
scer3670,YLR088W,og
scer3671,YLR089C,og
scer3672,YLR090W,no_og
scer3673,YLR091W,no_og
scer3674,YLR092W,og
scer3675,YLR093C,no_og
scer3676,YLR094C,no_og
scer3677,YLR095C,no_og
scer3678,YLR096W,no_og
scer3679,YLR097C,no_og
scer3680,YLR098C,no_og
scer3681,YLR099C,og
scer3682,YLR099W-A,no_og
scer3683,YLR100W,no_og
scer3684,YLR102C,no_og
scer3685,YLR103C,og
scer3686,YLR104W,no_og
scer3687,YLR105C,no_og
scer3688,YLR106C,no_og
scer3689,YLR107W,og
scer3690,YLR108C,no_og
scer3691,YLR109W,og
scer3692,YLR110C,no_og
scer3693,YLR113W,og
scer3694,YLR114C,og
scer3695,YLR115W,no_og
scer3696,YLR116W,no_og
scer3697,YLR117C,og
scer3698,YLR118C,og
scer3699,YLR119W,no_og
scer3700,YLR120C,no_og
scer3701,YLR121C,no_og
scer3702,YLR125W,no_og
scer3703,YLR126C,no_og
scer3704,YLR127C,no_og
scer3705,YLR128W,og
scer3706,YLR129W,og
scer3707,YLR130C,no_og
scer3708,YLR131C,no_og
scer3709,YLR132C,no_og
scer3710,YLR133W,og
scer3711,YLR134W,no_og
scer3712,YLR135W,no_og
scer3713,YLR136C,no_og
scer3714,YLR137W,no_og
scer3715,YLR138W,no_og
scer3716,YLR139C,no_og
scer3717,YLR141W,no_og
scer3718,YLR142W,no_og
scer3719,YLR143W,no_og
scer3720,YLR144C,no_og
scer3721,YLR145W,no_og
scer3722,YLR146C,no_og
scer3723,YLR146W-A,no_og
scer3724,YLR147C,og
scer3725,YLR148W,og
scer3726,YLR149C,no_og
scer3727,YLR150W,no_og
scer3728,YLR151C,no_og
scer3729,YLR152C,no_og
scer3730,YLR153C,og
scer3731,YLR154C,no_og
scer3732,YLR154C-G,no_og
scer3733,YLR154C-H,no_og
scer3734,YLR154W-C,no_og
scer3735,YLR155C,no_og
scer3736,YLR156C-A,no_og
scer3737,YLR156W,no_og
scer3738,YLR157C,no_og
scer3739,YLR157C-A,no_og
scer3740,YLR157C-B,no_og
scer3741,YLR157C-C,no_og
scer3742,YLR157W-D,no_og
scer3743,YLR157W-E,no_og
scer3744,YLR158C,no_og
scer3745,YLR159C-A,no_og
scer3746,YLR159W,no_og
scer3747,YLR160C,no_og
scer3748,YLR161W,no_og
scer3749,YLR162W,no_og
scer3750,YLR162W-A,no_og
scer3751,YLR163C,og
scer3752,YLR164W,no_og
scer3753,YLR165C,no_og
scer3754,YLR166C,no_og
scer3755,YLR167W,og
scer3756,YLR168C,og
scer3757,YLR170C,og
scer3758,YLR172C,og
scer3759,YLR173W,no_og
scer3760,YLR174W,og
scer3761,YLR175W,og
scer3762,YLR176C,no_og
scer3763,YLR177W,no_og
scer3764,YLR178C,og
scer3765,YLR179C,og
scer3766,YLR180W,og
scer3767,YLR181C,no_og
scer3768,YLR182W,no_og
scer3769,YLR183C,no_og
scer3770,YLR185W,og
scer3771,YLR186W,og
scer3772,YLR187W,no_og
scer3773,YLR188W,og
scer3774,YLR189C,no_og
scer3775,YLR190W,no_og
scer3776,YLR191W,og
scer3777,YLR192C,no_og
scer3778,YLR193C,og
scer3779,YLR194C,no_og
scer3780,YLR195C,og
scer3781,YLR196W,og
scer3782,YLR197W,og
scer3783,YLR199C,no_og
scer3784,YLR200W,og
scer3785,YLR201C,og
scer3786,YLR203C,no_og
scer3787,YLR204W,no_og
scer3788,YLR205C,no_og
scer3789,YLR206W,no_og
scer3790,YLR207W,no_og
scer3791,YLR208W,og
scer3792,YLR209C,og
scer3793,YLR210W,og
scer3794,YLR211C,no_og
scer3795,YLR212C,og
scer3796,YLR213C,no_og
scer3797,YLR214W,no_og
scer3798,YLR215C,og
scer3799,YLR216C,og
scer3800,YLR218C,no_og
scer3801,YLR219W,no_og
scer3802,YLR220W,og
scer3803,YLR221C,no_og
scer3804,YLR222C,og
scer3805,YLR223C,no_og
scer3806,YLR224W,no_og
scer3807,YLR225C,no_og
scer3808,YLR226W,no_og
scer3809,YLR227C,no_og
scer3810,YLR227W-A,no_og
scer3811,YLR227W-B,no_og
scer3812,YLR228C,no_og
scer3813,YLR229C,og
scer3814,YLR231C,og
scer3815,YLR233C,no_og
scer3816,YLR234W,og
scer3817,YLR237W,no_og
scer3818,YLR238W,no_og
scer3819,YLR239C,og
scer3820,YLR240W,og
scer3821,YLR241W,no_og
scer3822,YLR242C,no_og
scer3823,YLR243W,og
scer3824,YLR244C,og
scer3825,YLR245C,og
scer3826,YLR246W,og
scer3827,YLR247C,no_og
scer3828,YLR248W,no_og
scer3829,YLR249W,no_og
scer3830,YLR250W,no_og
scer3831,YLR251W,og
scer3832,YLR253W,og
scer3833,YLR254C,no_og
scer3834,YLR256W,no_og
scer3835,YLR256W-A,no_og
scer3836,YLR257W,no_og
scer3837,YLR258W,og
scer3838,YLR259C,og
scer3839,YLR260W,no_og
scer3840,YLR261C,no_og
scer3841,YLR262C,og
scer3842,YLR262C-A,no_og
scer3843,YLR263W,no_og
scer3844,YLR264C-A,no_og
scer3845,YLR264W,og
scer3846,YLR265C,no_og
scer3847,YLR266C,no_og
scer3848,YLR267W,no_og
scer3849,YLR268W,og
scer3850,YLR270W,og
scer3851,YLR271W,no_og
scer3852,YLR272C,og
scer3853,YLR273C,no_og
scer3854,YLR274W,og
scer3855,YLR275W,og
scer3856,YLR276C,og
scer3857,YLR277C,og
scer3858,YLR278C,no_og
scer3859,YLR281C,no_og
scer3860,YLR283W,no_og
scer3861,YLR284C,og
scer3862,YLR285C-A,no_og
scer3863,YLR285W,no_og
scer3864,YLR286C,no_og
scer3865,YLR287C,no_og
scer3866,YLR287C-A,no_og
scer3867,YLR288C,no_og
scer3868,YLR289W,og
scer3869,YLR290C,no_og
scer3870,YLR291C,og
scer3871,YLR292C,no_og
scer3872,YLR293C,og
scer3873,YLR295C,no_og
scer3874,YLR297W,no_og
scer3875,YLR298C,no_og
scer3876,YLR299W,og
scer3877,YLR300W,no_og
scer3878,YLR301W,no_og
scer3879,YLR303W,no_og
scer3880,YLR304C,og
scer3881,YLR305C,no_og
scer3882,YLR306W,og
scer3883,YLR307C-A,no_og
scer3884,YLR307W,no_og
scer3885,YLR308W,no_og
scer3886,YLR309C,no_og
scer3887,YLR310C,no_og
scer3888,YLR312C,no_og
scer3889,YLR312W-A,no_og
scer3890,YLR313C,no_og
scer3891,YLR314C,og
scer3892,YLR315W,no_og
scer3893,YLR316C,og
scer3894,YLR318W,no_og
scer3895,YLR319C,no_og
scer3896,YLR320W,no_og
scer3897,YLR321C,og
scer3898,YLR323C,og
scer3899,YLR324W,no_og
scer3900,YLR325C,og
scer3901,YLR326W,no_og
scer3902,YLR327C,no_og
scer3903,YLR328W,og
scer3904,YLR329W,no_og
scer3905,YLR330W,no_og
scer3906,YLR332W,no_og
scer3907,YLR333C,og
scer3908,YLR335W,no_og
scer3909,YLR336C,og
scer3910,YLR337C,no_og
scer3911,YLR340W,og
scer3912,YLR341W,no_og
scer3913,YLR342W,no_og
scer3914,YLR342W-A,no_og
scer3915,YLR343W,no_og
scer3916,YLR344W,og
scer3917,YLR345W,no_og
scer3918,YLR346C,no_og
scer3919,YLR347C,og
scer3920,YLR348C,og
scer3921,YLR350W,og
scer3922,YLR351C,og
scer3923,YLR352W,no_og
scer3924,YLR353W,no_og
scer3925,YLR354C,og
scer3926,YLR355C,no_og
scer3927,YLR356W,no_og
scer3928,YLR357W,no_og
scer3929,YLR358C,no_og
scer3930,YLR359W,og
scer3931,YLR360W,no_og
scer3932,YLR361C,og
scer3933,YLR361C-A,no_og
scer3934,YLR362W,no_og
scer3935,YLR363C,no_og
scer3936,YLR363W-A,no_og
scer3937,YLR364W,no_og
scer3938,YLR367W,og
scer3939,YLR368W,no_og
scer3940,YLR369W,no_og
scer3941,YLR370C,og
scer3942,YLR371W,no_og
scer3943,YLR372W,og
scer3944,YLR373C,no_og
scer3945,YLR375W,no_og
scer3946,YLR376C,no_og
scer3947,YLR377C,og
scer3948,YLR378C,og
scer3949,YLR380W,no_og
scer3950,YLR381W,no_og
scer3951,YLR382C,og
scer3952,YLR383W,og
scer3953,YLR384C,og
scer3954,YLR385C,no_og
scer3955,YLR386W,og
scer3956,YLR387C,og
scer3957,YLR388W,og
scer3958,YLR389C,og
scer3959,YLR390W,no_og
scer3960,YLR390W-A,no_og
scer3961,YLR392C,no_og
scer3962,YLR393W,no_og
scer3963,YLR394W,no_og
scer3964,YLR395C,no_og
scer3965,YLR396C,og
scer3966,YLR397C,og
scer3967,YLR398C,og
scer3968,YLR399C,og
scer3969,YLR401C,og
scer3970,YLR403W,no_og
scer3971,YLR404W,no_og
scer3972,YLR405W,og
scer3973,YLR406C,og
scer3974,YLR406C-A,no_og
scer3975,YLR407W,no_og
scer3976,YLR408C,no_og
scer3977,YLR409C,og
scer3978,YLR410W,og
scer3979,YLR410W-A,no_og
scer3980,YLR410W-B,no_og
scer3981,YLR411W,no_og
scer3982,YLR412C-A,no_og
scer3983,YLR412W,no_og
scer3984,YLR413W,no_og
scer3985,YLR414C,no_og
scer3986,YLR415C,no_og
scer3987,YLR417W,no_og
scer3988,YLR418C,no_og
scer3989,YLR419W,og
scer3990,YLR420W,no_og
scer3991,YLR421C,no_og
scer3992,YLR422W,no_og
scer3993,YLR423C,no_og
scer3994,YLR424W,no_og
scer3995,YLR425W,no_og
scer3996,YLR426W,no_og
scer3997,YLR427W,no_og
scer3998,YLR429W,no_og
scer3999,YLR430W,no_og
scer4000,YLR431C,no_og
scer4001,YLR432W,og
scer4002,YLR433C,og
scer4003,YLR435W,og
scer4004,YLR436C,no_og
scer4005,YLR437C,no_og
scer4006,YLR438C-A,og
scer4007,YLR438W,og
scer4008,YLR439W,no_og
scer4009,YLR440C,no_og
scer4010,YLR441C,og
scer4011,YLR442C,no_og
scer4012,YLR443W,no_og
scer4013,YLR445W,no_og
scer4014,YLR446W,no_og
scer4015,YLR447C,og
scer4016,YLR448W,og
scer4017,YLR449W,og
scer4018,YLR450W,no_og
scer4019,YLR451W,no_og
scer4020,YLR452C,no_og
scer4021,YLR453C,no_og
scer4022,YLR454W,no_og
scer4023,YLR455W,no_og
scer4024,YLR456W,no_og
scer4025,YLR457C,no_og
scer4026,YLR459W,og
scer4027,YLR460C,no_og
scer4028,YLR461W,no_og
scer4029,YLR462W,no_og
scer4030,YLR464W,no_og
scer4031,YLR466W,no_og
scer4032,YLR467W,no_og
scer4033,YML001W,og
scer4034,YML002W,no_og
scer4035,YML003W,no_og
scer4036,YML004C,og
scer4037,YML005W,no_og
scer4038,YML006C,no_og
scer4039,YML007C-A,no_og
scer4040,YML007W,no_og
scer4041,YML008C,og
scer4042,YML009C,og
scer4043,YML010W,og
scer4044,YML011C,no_og
scer4045,YML012W,og
scer4046,YML013W,no_og
scer4047,YML014W,no_og
scer4048,YML015C,no_og
scer4049,YML016C,og
scer4050,YML017W,no_og
scer4051,YML018C,og
scer4052,YML019W,no_og
scer4053,YML020W,no_og
scer4054,YML021C,og
scer4055,YML022W,og
scer4056,YML023C,no_og
scer4057,YML024W,og
scer4058,YML025C,no_og
scer4059,YML026C,og
scer4060,YML027W,no_og
scer4061,YML028W,og
scer4062,YML029W,no_og
scer4063,YML030W,no_og
scer4064,YML031W,no_og
scer4065,YML032C,no_og
scer4066,YML034W,no_og
scer4067,YML035C,og
scer4068,YML036W,og
scer4069,YML037C,no_og
scer4070,YML038C,og
scer4071,YML039W,no_og
scer4072,YML040W,no_og
scer4073,YML041C,no_og
scer4074,YML042W,og
scer4075,YML043C,no_og
scer4076,YML045W,no_og
scer4077,YML045W-A,no_og
scer4078,YML046W,no_og
scer4079,YML047C,no_og
scer4080,YML048W,no_og
scer4081,YML049C,no_og
scer4082,YML050W,no_og
scer4083,YML051W,no_og
scer4084,YML052W,no_og
scer4085,YML053C,no_og
scer4086,YML054C,og
scer4087,YML054C-A,no_og
scer4088,YML055W,no_og
scer4089,YML056C,og
scer4090,YML057W,og
scer4091,YML058W,no_og
scer4092,YML058W-A,no_og
scer4093,YML059C,og
scer4094,YML060W,og
scer4095,YML061C,no_og
scer4096,YML062C,no_og
scer4097,YML063W,og
scer4098,YML064C,no_og
scer4099,YML065W,og
scer4100,YML066C,no_og
scer4101,YML067C,og
scer4102,YML068W,og
scer4103,YML069W,og
scer4104,YML070W,og
scer4105,YML071C,no_og
scer4106,YML072C,no_og
scer4107,YML073C,og
scer4108,YML074C,no_og
scer4109,YML075C,no_og
scer4110,YML076C,no_og
scer4111,YML077W,og
scer4112,YML078W,og
scer4113,YML079W,og
scer4114,YML080W,og
scer4115,YML081C-A,no_og
scer4116,YML081W,no_og
scer4117,YML082W,no_og
scer4118,YML083C,no_og
scer4119,YML085C,og
scer4120,YML086C,og
scer4121,YML087C,no_og
scer4122,YML088W,no_og
scer4123,YML091C,no_og
scer4124,YML092C,og
scer4125,YML093W,no_og
scer4126,YML094W,og
scer4127,YML095C,og
scer4128,YML096W,og
scer4129,YML097C,og
scer4130,YML098W,og
scer4131,YML099C,no_og
scer4132,YML100W,no_og
scer4133,YML100W-A,no_og
scer4134,YML101C,no_og
scer4135,YML102W,og
scer4136,YML103C,no_og
scer4137,YML104C,no_og
scer4138,YML105C,no_og
scer4139,YML106W,og
scer4140,YML107C,no_og
scer4141,YML108W,no_og
scer4142,YML109W,no_og
scer4143,YML110C,og
scer4144,YML111W,no_og
scer4145,YML112W,no_og
scer4146,YML113W,no_og
scer4147,YML114C,no_og
scer4148,YML115C,no_og
scer4149,YML116W,no_og
scer4150,YML117W,no_og
scer4151,YML118W,no_og
scer4152,YML119W,no_og
scer4153,YML120C,no_og
scer4154,YML121W,og
scer4155,YML123C,no_og
scer4156,YML124C,og
scer4157,YML125C,og
scer4158,YML126C,og
scer4159,YML127W,no_og
scer4160,YML128C,no_og
scer4161,YML129C,no_og
scer4162,YML130C,og
scer4163,YML131W,og
scer4164,YML132W,no_og
scer4165,YML133C,no_og
scer4166,YMR001C,no_og
scer4167,YMR001C-A,no_og
scer4168,YMR002W,og
scer4169,YMR003W,no_og
scer4170,YMR004W,og
scer4171,YMR005W,no_og
scer4172,YMR006C,no_og
scer4173,YMR008C,no_og
scer4174,YMR009W,og
scer4175,YMR010W,no_og
scer4176,YMR011W,no_og
scer4177,YMR012W,no_og
scer4178,YMR013C,no_og
scer4179,YMR014W,no_og
scer4180,YMR015C,og
scer4181,YMR016C,no_og
scer4182,YMR017W,no_og
scer4183,YMR018W,og
scer4184,YMR019W,no_og
scer4185,YMR020W,og
scer4186,YMR021C,no_og
scer4187,YMR022W,og
scer4188,YMR023C,og
scer4189,YMR024W,no_og
scer4190,YMR025W,no_og
scer4191,YMR026C,no_og
scer4192,YMR027W,og
scer4193,YMR028W,og
scer4194,YMR029C,no_og
scer4195,YMR030W,no_og
scer4196,YMR030W-A,no_og
scer4197,YMR031C,no_og
scer4198,YMR032W,no_og
scer4199,YMR033W,no_og
scer4200,YMR034C,no_og
scer4201,YMR035W,og
scer4202,YMR036C,no_og
scer4203,YMR037C,no_og
scer4204,YMR038C,og
scer4205,YMR039C,no_og
scer4206,YMR040W,no_og
scer4207,YMR041C,og
scer4208,YMR042W,no_og
scer4209,YMR043W,no_og
scer4210,YMR044W,no_og
scer4211,YMR045C,no_og
scer4212,YMR046C,no_og
scer4213,YMR047C,og
scer4214,YMR048W,no_og
scer4215,YMR049C,og
scer4216,YMR050C,no_og
scer4217,YMR051C,no_og
scer4218,YMR052W,no_og
scer4219,YMR053C,no_og
scer4220,YMR054W,no_og
scer4221,YMR055C,no_og
scer4222,YMR056C,og
scer4223,YMR058W,og
scer4224,YMR059W,no_og
scer4225,YMR060C,no_og
scer4226,YMR061W,og
scer4227,YMR062C,no_og
scer4228,YMR063W,no_og
scer4229,YMR064W,no_og
scer4230,YMR065W,no_og
scer4231,YMR066W,no_og
scer4232,YMR067C,no_og
scer4233,YMR068W,og
scer4234,YMR069W,no_og
scer4235,YMR070W,no_og
scer4236,YMR071C,no_og
scer4237,YMR072W,no_og
scer4238,YMR073C,no_og
scer4239,YMR074C,og
scer4240,YMR075W,no_og
scer4241,YMR076C,no_og
scer4242,YMR077C,og
scer4243,YMR078C,og
scer4244,YMR079W,og
scer4245,YMR080C,og
scer4246,YMR081C,no_og
scer4247,YMR083W,og
scer4248,YMR084W,no_og
scer4249,YMR085W,no_og
scer4250,YMR086W,no_og
scer4251,YMR087W,no_og
scer4252,YMR088C,no_og
scer4253,YMR089C,og
scer4254,YMR090W,og
scer4255,YMR091C,no_og
scer4256,YMR092C,og
scer4257,YMR093W,og
scer4258,YMR094W,no_og
scer4259,YMR095C,no_og
scer4260,YMR096W,no_og
scer4261,YMR097C,og
scer4262,YMR098C,no_og
scer4263,YMR099C,og
scer4264,YMR100W,no_og
scer4265,YMR101C,no_og
scer4266,YMR102C,no_og
scer4267,YMR104C,no_og
scer4268,YMR105C,og
scer4269,YMR105W-A,no_og
scer4270,YMR106C,no_og
scer4271,YMR107W,no_og
scer4272,YMR108W,no_og
scer4273,YMR109W,og
scer4274,YMR110C,og
scer4275,YMR111C,no_og
scer4276,YMR112C,no_og
scer4277,YMR113W,no_og
scer4278,YMR114C,og
scer4279,YMR115W,no_og
scer4280,YMR116C,og
scer4281,YMR117C,no_og
scer4282,YMR118C,og
scer4283,YMR119W,no_og
scer4284,YMR120C,og
scer4285,YMR121C,og
scer4286,YMR122W-A,no_og
scer4287,YMR123W,no_og
scer4288,YMR124W,no_og
scer4289,YMR125W,no_og
scer4290,YMR126C,no_og
scer4291,YMR127C,no_og
scer4292,YMR128W,og
scer4293,YMR129W,no_og
scer4294,YMR130W,og
scer4295,YMR131C,og
scer4296,YMR132C,og
scer4297,YMR133W,no_og
scer4298,YMR134W,no_og
scer4299,YMR135C,no_og
scer4300,YMR136W,no_og
scer4301,YMR137C,og
scer4302,YMR138W,no_og
scer4303,YMR139W,og
scer4304,YMR140W,no_og
scer4305,YMR142C,og
scer4306,YMR143W,og
scer4307,YMR144W,no_og
scer4308,YMR145C,no_og
scer4309,YMR146C,og
scer4310,YMR147W,no_og
scer4311,YMR148W,no_og
scer4312,YMR149W,no_og
scer4313,YMR150C,og
scer4314,YMR152W,og
scer4315,YMR153W,no_og
scer4316,YMR154C,no_og
scer4317,YMR155W,no_og
scer4318,YMR156C,no_og
scer4319,YMR157C,no_og
scer4320,YMR158C-A,no_og
scer4321,YMR158W,no_og
scer4322,YMR159C,no_og
scer4323,YMR160W,no_og
scer4324,YMR161W,og
scer4325,YMR162C,no_og
scer4326,YMR163C,no_og
scer4327,YMR164C,no_og
scer4328,YMR165C,no_og
scer4329,YMR166C,no_og
scer4330,YMR167W,og
scer4331,YMR168C,no_og
scer4332,YMR169C,no_og
scer4333,YMR170C,og
scer4334,YMR171C,no_og
scer4335,YMR172W,no_og
scer4336,YMR173W,no_og
scer4337,YMR174C,no_og
scer4338,YMR175W,no_og
scer4339,YMR175W-A,no_og
scer4340,YMR176W,no_og
scer4341,YMR177W,no_og
scer4342,YMR178W,og
scer4343,YMR179W,no_og
scer4344,YMR180C,no_og
scer4345,YMR181C,no_og
scer4346,YMR182C,og
scer4347,YMR182W-A,no_og
scer4348,YMR183C,og
scer4349,YMR184W,no_og
scer4350,YMR185W,no_og
scer4351,YMR186W,og
scer4352,YMR187C,no_og
scer4353,YMR188C,no_og
scer4354,YMR189W,og
scer4355,YMR190C,no_og
scer4356,YMR191W,no_og
scer4357,YMR192W,no_og
scer4358,YMR193W,no_og
scer4359,YMR194C-B,og
scer4360,YMR194W,og
scer4361,YMR195W,no_og
scer4362,YMR196W,no_og
scer4363,YMR197C,og
scer4364,YMR198W,no_og
scer4365,YMR199W,no_og
scer4366,YMR200W,no_og
scer4367,YMR201C,og
scer4368,YMR202W,og
scer4369,YMR203W,og
scer4370,YMR204C,no_og
scer4371,YMR205C,og
scer4372,YMR206W,no_og
scer4373,YMR207C,no_og
scer4374,YMR208W,og
scer4375,YMR209C,no_og
scer4376,YMR210W,og
scer4377,YMR211W,no_og
scer4378,YMR212C,no_og
scer4379,YMR213W,no_og
scer4380,YMR214W,no_og
scer4381,YMR215W,no_og
scer4382,YMR216C,no_og
scer4383,YMR217W,og
scer4384,YMR218C,no_og
scer4385,YMR219W,no_og
scer4386,YMR220W,no_og
scer4387,YMR221C,no_og
scer4388,YMR222C,og
scer4389,YMR223W,no_og
scer4390,YMR224C,og
scer4391,YMR225C,no_og
scer4392,YMR226C,og
scer4393,YMR227C,no_og
scer4394,YMR228W,no_og
scer4395,YMR229C,no_og
scer4396,YMR230W,og
scer4397,YMR230W-A,no_og
scer4398,YMR231W,no_og
scer4399,YMR232W,no_og
scer4400,YMR233W,no_og
scer4401,YMR234W,og
scer4402,YMR235C,og
scer4403,YMR236W,og
scer4404,YMR237W,no_og
scer4405,YMR238W,no_og
scer4406,YMR239C,no_og
scer4407,YMR240C,og
scer4408,YMR241W,no_og
scer4409,YMR242C,og
scer4410,YMR242W-A,no_og
scer4411,YMR243C,og
scer4412,YMR244C-A,og
scer4413,YMR244W,no_og
scer4414,YMR246W,og
scer4415,YMR247C,no_og
scer4416,YMR247W-A,no_og
scer4417,YMR250W,no_og
scer4418,YMR251W,no_og
scer4419,YMR251W-A,no_og
scer4420,YMR252C,no_og
scer4421,YMR253C,og
scer4422,YMR255W,no_og
scer4423,YMR256C,no_og
scer4424,YMR257C,no_og
scer4425,YMR258C,no_og
scer4426,YMR259C,no_og
scer4427,YMR260C,og
scer4428,YMR261C,no_og
scer4429,YMR262W,no_og
scer4430,YMR263W,no_og
scer4431,YMR264W,no_og
scer4432,YMR265C,no_og
scer4433,YMR266W,no_og
scer4434,YMR267W,no_og
scer4435,YMR268C,no_og
scer4436,YMR269W,no_og
scer4437,YMR270C,no_og
scer4438,YMR271C,no_og
scer4439,YMR272C,og
scer4440,YMR272W-B,no_og
scer4441,YMR273C,no_og
scer4442,YMR274C,og
scer4443,YMR275C,no_og
scer4444,YMR276W,no_og
scer4445,YMR277W,no_og
scer4446,YMR278W,og
scer4447,YMR279C,no_og
scer4448,YMR280C,no_og
scer4449,YMR281W,og
scer4450,YMR282C,no_og
scer4451,YMR283C,no_og
scer4452,YMR284W,no_og
scer4453,YMR285C,no_og
scer4454,YMR286W,no_og
scer4455,YMR287C,no_og
scer4456,YMR288W,og
scer4457,YMR289W,no_og
scer4458,YMR290C,og
scer4459,YMR291W,og
scer4460,YMR292W,og
scer4461,YMR293C,og
scer4462,YMR294W,no_og
scer4463,YMR295C,no_og
scer4464,YMR296C,og
scer4465,YMR297W,og
scer4466,YMR298W,no_og
scer4467,YMR299C,no_og
scer4468,YMR300C,og
scer4469,YMR301C,og
scer4470,YMR302C,no_og
scer4471,YMR303C,og
scer4472,YMR304W,og
scer4473,YMR305C,no_og
scer4474,YMR306W,no_og
scer4475,YMR307W,no_og
scer4476,YMR308C,og
scer4477,YMR309C,og
scer4478,YMR310C,og
scer4479,YMR311C,no_og
scer4480,YMR312W,no_og
scer4481,YMR313C,no_og
scer4482,YMR314W,og
scer4483,YMR315W,og
scer4484,YMR315W-A,no_og
scer4485,YMR316C-A,no_og
scer4486,YMR316W,no_og
scer4487,YMR317W,no_og
scer4488,YMR318C,og
scer4489,YMR319C,no_og
scer4490,YMR321C,no_og
scer4491,YMR322C,no_og
scer4492,YMR323W,og
scer4493,YMR325W,no_og
scer4494,YNL001W,og
scer4495,YNL002C,no_og
scer4496,YNL003C,og
scer4497,YNL004W,no_og
scer4498,YNL005C,no_og
scer4499,YNL006W,og
scer4500,YNL007C,og
scer4501,YNL008C,no_og
scer4502,YNL009W,og
scer4503,YNL010W,no_og
scer4504,YNL011C,no_og
scer4505,YNL012W,no_og
scer4506,YNL014W,no_og
scer4507,YNL015W,no_og
scer4508,YNL016W,no_og
scer4509,YNL018C,no_og
scer4510,YNL019C,no_og
scer4511,YNL020C,og
scer4512,YNL021W,og
scer4513,YNL022C,og
scer4514,YNL023C,og
scer4515,YNL024C,no_og
scer4516,YNL024C-A,og
scer4517,YNL025C,no_og
scer4518,YNL026W,og
scer4519,YNL027W,no_og
scer4520,YNL029C,no_og
scer4521,YNL030W,og
scer4522,YNL031C,og
scer4523,YNL032W,no_og
scer4524,YNL033W,no_og
scer4525,YNL034W,no_og
scer4526,YNL035C,og
scer4527,YNL036W,no_og
scer4528,YNL037C,og
scer4529,YNL038W,no_og
scer4530,YNL039W,no_og
scer4531,YNL040W,og
scer4532,YNL041C,no_og
scer4533,YNL042W,no_og
scer4534,YNL042W-B,no_og
scer4535,YNL044W,og
scer4536,YNL045W,og
scer4537,YNL046W,no_og
scer4538,YNL047C,no_og
scer4539,YNL048W,og
scer4540,YNL049C,og
scer4541,YNL050C,no_og
scer4542,YNL051W,no_og
scer4543,YNL052W,no_og
scer4544,YNL053W,no_og
scer4545,YNL054W,no_og
scer4546,YNL054W-A,no_og
scer4547,YNL054W-B,no_og
scer4548,YNL055C,og
scer4549,YNL056W,no_og
scer4550,YNL058C,no_og
scer4551,YNL059C,og
scer4552,YNL061W,og
scer4553,YNL062C,og
scer4554,YNL063W,og
scer4555,YNL064C,no_og
scer4556,YNL065W,no_og
scer4557,YNL066W,no_og
scer4558,YNL067W,og
scer4559,YNL067W-B,no_og
scer4560,YNL068C,no_og
scer4561,YNL069C,og
scer4562,YNL070W,no_og
scer4563,YNL071W,og
scer4564,YNL072W,og
scer4565,YNL073W,no_og
scer4566,YNL074C,no_og
scer4567,YNL075W,og
scer4568,YNL076W,no_og
scer4569,YNL077W,no_og
scer4570,YNL078W,no_og
scer4571,YNL079C,no_og
scer4572,YNL080C,no_og
scer4573,YNL081C,no_og
scer4574,YNL082W,no_og
scer4575,YNL083W,no_og
scer4576,YNL084C,no_og
scer4577,YNL085W,no_og
scer4578,YNL086W,no_og
scer4579,YNL087W,no_og
scer4580,YNL088W,og
scer4581,YNL090W,no_og
scer4582,YNL091W,no_og
scer4583,YNL092W,og
scer4584,YNL093W,no_og
scer4585,YNL094W,no_og
scer4586,YNL095C,no_og
scer4587,YNL096C,og
scer4588,YNL097C,no_og
scer4589,YNL097C-B,no_og
scer4590,YNL098C,og
scer4591,YNL099C,no_og
scer4592,YNL100W,no_og
scer4593,YNL101W,og
scer4594,YNL102W,og
scer4595,YNL103W,no_og
scer4596,YNL104C,no_og
scer4597,YNL106C,og
scer4598,YNL107W,og
scer4599,YNL108C,no_og
scer4600,YNL110C,og
scer4601,YNL111C,og
scer4602,YNL112W,og
scer4603,YNL113W,og
scer4604,YNL115C,no_og
scer4605,YNL116W,no_og
scer4606,YNL117W,og
scer4607,YNL118C,no_og
scer4608,YNL119W,no_og
scer4609,YNL121C,og
scer4610,YNL122C,no_og
scer4611,YNL123W,no_og
scer4612,YNL124W,og
scer4613,YNL125C,og
scer4614,YNL126W,no_og
scer4615,YNL127W,no_og
scer4616,YNL128W,og
scer4617,YNL129W,og
scer4618,YNL130C,og
scer4619,YNL130C-A,no_og
scer4620,YNL131W,no_og
scer4621,YNL132W,og
scer4622,YNL133C,no_og
scer4623,YNL134C,og
scer4624,YNL135C,og
scer4625,YNL136W,no_og
scer4626,YNL137C,no_og
scer4627,YNL138W,og
